age,capital-gain,capital-loss,hours-per-week,education-num,workclass,marital-status,occupation,relationship,sex
28,0,2179,40,4,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
41,0,1977,65,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
28,0,0,40,9,Private,Married-civ-spouse,Adm-clerical,Husband,Male
46,0,0,25,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
32,0,0,50,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
41,0,0,24,10,Local-gov,Divorced,Other-service,Not-in-family,Female
24,0,0,40,9,Private,Never-married,Handlers-cleaners,Unmarried,Female
33,0,0,40,10,Private,Divorced,Exec-managerial,Unmarried,Female
46,15024,0,60,16,Private,Married-civ-spouse,Exec-managerial,Husband,Male
31,0,0,40,10,State-gov,Married-civ-spouse,Machine-op-inspct,Husband,Male
35,0,0,50,8,Private,Divorced,Craft-repair,Not-in-family,Male
52,0,0,40,2,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
30,0,0,19,7,Private,Never-married,Other-service,Own-child,Female
34,0,0,40,7,Local-gov,Separated,Machine-op-inspct,Not-in-family,Male
34,0,0,40,9,State-gov,Divorced,Transport-moving,Unmarried,Female
20,0,0,30,10,Private,Married-civ-spouse,Sales,Husband,Male
17,2176,0,18,7,Private,Never-married,Handlers-cleaners,Own-child,Male
32,0,0,40,13,State-gov,Married-civ-spouse,Exec-managerial,Wife,Female
29,0,0,40,9,Private,Divorced,Farming-fishing,Not-in-family,Male
33,0,0,35,6,Private,Never-married,Craft-repair,Unmarried,Female
25,0,0,60,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
36,0,1408,40,14,Federal-gov,Never-married,Prof-specialty,Not-in-family,Male
23,0,0,72,9,Private,Never-married,Handlers-cleaners,Not-in-family,Male
63,0,0,40,9,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,40,14,Local-gov,Married-civ-spouse,Prof-specialty,Husband,Male
40,2174,0,40,13,Self-emp-not-inc,Married-spouse-absent,Prof-specialty,Not-in-family,Female
30,0,0,25,12,Private,Married-civ-spouse,Other-service,Wife,Female
27,0,1980,40,10,Private,Never-married,Craft-repair,Own-child,Male
33,0,0,50,14,Private,Married-civ-spouse,Prof-specialty,Husband,Male
34,594,0,60,9,Local-gov,Never-married,Farming-fishing,Not-in-family,Male
34,0,0,40,10,Local-gov,Never-married,Protective-serv,Not-in-family,Female
23,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
42,0,0,40,10,Local-gov,Married-civ-spouse,Adm-clerical,Wife,Female
29,0,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Male
45,0,0,28,9,Private,Divorced,Adm-clerical,Not-in-family,Female
24,0,0,40,9,Federal-gov,Never-married,Armed-Forces,Own-child,Male
44,0,0,40,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
27,0,0,40,5,Private,Never-married,Craft-repair,Other-relative,Male
20,0,0,35,10,Private,Never-married,Sales,Not-in-family,Male
44,0,0,40,9,Private,Widowed,Exec-managerial,Unmarried,Female
51,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
20,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,0,40,9,Private,Never-married,Machine-op-inspct,Own-child,Female
45,0,0,55,10,Self-emp-inc,Married-civ-spouse,Craft-repair,Husband,Male
60,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
44,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Sales,Wife,Female
40,0,0,40,11,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
30,0,0,40,9,Private,Married-civ-spouse,Exec-managerial,Wife,Female
38,0,0,50,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
23,0,0,60,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
44,0,0,40,12,Private,Never-married,Farming-fishing,Own-child,Male
54,0,0,40,9,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
32,0,0,50,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
50,0,0,40,2,Private,Married-spouse-absent,Craft-repair,Unmarried,Male
24,0,0,20,13,Private,Never-married,Tech-support,Not-in-family,Female
37,0,0,60,9,Private,Married-civ-spouse,Adm-clerical,Wife,Female
52,0,0,40,9,Private,Divorced,Transport-moving,Unmarried,Male
38,0,0,40,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
49,0,1977,45,14,Private,Married-civ-spouse,Exec-managerial,Husband,Male
30,0,0,16,13,Private,Married-civ-spouse,Tech-support,Wife,Female
60,0,0,40,10,Private,Never-married,Prof-specialty,Unmarried,Male
35,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
30,0,0,60,9,Private,Never-married,Transport-moving,Not-in-family,Male
67,0,0,24,11,Private,Divorced,Other-service,Not-in-family,Female
46,0,0,40,13,Private,Never-married,Craft-repair,Not-in-family,Female
17,0,0,6,5,Private,Never-married,Other-service,Not-in-family,Male
22,0,0,30,10,Private,Never-married,Handlers-cleaners,Own-child,Male
27,0,0,40,6,Private,Never-married,Other-service,Not-in-family,Male
23,0,0,35,9,Private,Never-married,Other-service,Unmarried,Female
33,0,0,45,12,Private,Married-civ-spouse,Craft-repair,Husband,Male
43,0,0,20,10,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
28,0,0,20,13,State-gov,Never-married,Prof-specialty,Not-in-family,Male
41,0,0,40,9,Private,Married-spouse-absent,Craft-repair,Unmarried,Female
25,0,0,20,10,Private,Married-spouse-absent,Adm-clerical,Own-child,Female
59,0,0,45,9,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
45,0,0,40,13,Local-gov,Divorced,Prof-specialty,Unmarried,Female
38,15024,0,60,13,Private,Married-civ-spouse,Sales,Husband,Male
40,0,0,35,9,Private,Never-married,Other-service,Not-in-family,Female
46,0,0,40,9,Federal-gov,Divorced,Adm-clerical,Not-in-family,Male
35,0,0,60,12,Private,Never-married,Exec-managerial,Not-in-family,Female
34,0,0,25,9,Private,Divorced,Prof-specialty,Unmarried,Female
33,0,0,20,13,Private,Never-married,Craft-repair,Own-child,Male
41,0,0,36,9,Private,Divorced,Adm-clerical,Unmarried,Female
20,0,0,40,10,Private,Never-married,Machine-op-inspct,Own-child,Male
23,0,0,40,3,Private,Never-married,Other-service,Own-child,Male
26,0,0,35,10,Private,Never-married,Prof-specialty,Not-in-family,Female
23,0,0,40,9,Local-gov,Never-married,Farming-fishing,Not-in-family,Male
62,0,0,40,9,Local-gov,Married-civ-spouse,Transport-moving,Husband,Male
52,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
58,0,0,42,10,Private,Divorced,Other-service,Unmarried,Female
25,0,0,40,13,Private,Never-married,Sales,Not-in-family,Female
24,0,0,40,13,Private,Never-married,Exec-managerial,Not-in-family,Male
19,0,0,8,10,Private,Never-married,Protective-serv,Own-child,Male
43,0,0,40,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,40,9,Local-gov,Separated,Adm-clerical,Unmarried,Female
39,0,0,40,9,Private,Divorced,Other-service,Unmarried,Female
49,0,1380,42,11,Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Male
32,0,0,45,11,Private,Never-married,Craft-repair,Not-in-family,Male
34,0,0,50,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
28,0,0,45,9,Private,Divorced,Craft-repair,Not-in-family,Male
25,0,0,20,10,Private,Never-married,Adm-clerical,Not-in-family,Female
34,0,0,50,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
38,15024,0,80,13,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
50,7688,0,50,9,Private,Married-civ-spouse,Exec-managerial,Husband,Male
24,0,0,50,10,Local-gov,Divorced,Handlers-cleaners,Not-in-family,Male
37,0,0,45,10,Local-gov,Married-civ-spouse,Tech-support,Husband,Male
44,0,0,58,10,Private,Divorced,Machine-op-inspct,Unmarried,Male
28,0,0,40,10,Private,Married-civ-spouse,Sales,Wife,Female
42,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
74,0,0,9,10,Private,Divorced,Adm-clerical,Not-in-family,Female
38,0,0,50,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
44,0,0,40,14,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
44,0,0,46,7,Private,Divorced,Machine-op-inspct,Unmarried,Female
26,0,0,40,9,Private,Never-married,Machine-op-inspct,Not-in-family,Male
36,0,0,40,9,Private,Married-civ-spouse,Other-service,Husband,Male
41,0,0,50,12,Private,Married-civ-spouse,Exec-managerial,Wife,Female
67,20051,0,48,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
39,0,0,50,8,Local-gov,Married-civ-spouse,Tech-support,Husband,Male
57,0,0,30,2,Private,Widowed,Priv-house-serv,Not-in-family,Female
29,0,0,40,11,Private,Separated,Craft-repair,Not-in-family,Male
31,0,0,45,13,Self-emp-inc,Never-married,Farming-fishing,Not-in-family,Female
44,0,0,40,10,Private,Married-civ-spouse,Transport-moving,Husband,Male
29,0,0,40,16,Private,Never-married,Prof-specialty,Own-child,Male
30,0,0,40,10,Private,Never-married,Handlers-cleaners,Unmarried,Female
27,0,0,40,9,Private,Never-married,Transport-moving,Not-in-family,Male
27,0,0,50,10,Private,Married-civ-spouse,Sales,Husband,Male
32,0,0,45,9,Private,Never-married,Handlers-cleaners,Not-in-family,Female
58,0,0,8,6,Private,Married-civ-spouse,Other-service,Wife,Female
35,0,0,40,10,Local-gov,Married-civ-spouse,Protective-serv,Husband,Male
21,0,0,36,9,Private,Never-married,Handlers-cleaners,Own-child,Male
28,0,0,40,10,Private,Never-married,Craft-repair,Unmarried,Male
46,0,0,50,10,Self-emp-not-inc,Divorced,Exec-managerial,Not-in-family,Male
36,0,0,40,9,Self-emp-not-inc,Separated,Other-service,Unmarried,Female
72,0,0,40,7,Private,Widowed,Adm-clerical,Unmarried,Female
35,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Wife,Female
33,0,0,40,11,Federal-gov,Divorced,Craft-repair,Unmarried,Female
69,0,0,40,7,Private,Never-married,Machine-op-inspct,Not-in-family,Female
35,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
34,0,0,32,9,Private,Married-civ-spouse,Tech-support,Wife,Female
30,0,0,40,7,Private,Married-civ-spouse,Other-service,Husband,Male
28,0,0,55,13,Private,Never-married,Transport-moving,Not-in-family,Male
54,0,0,35,13,Private,Married-civ-spouse,Sales,Husband,Male
47,0,0,50,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
24,0,0,40,9,Private,Never-married,Handlers-cleaners,Unmarried,Female
52,0,0,60,13,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
20,0,0,48,9,Private,Never-married,Handlers-cleaners,Own-child,Male
43,5013,0,45,14,Self-emp-inc,Married-civ-spouse,Exec-managerial,Husband,Male
45,0,0,40,4,Private,Separated,Other-service,Unmarried,Female
29,0,0,35,9,Self-emp-not-inc,Separated,Craft-repair,Not-in-family,Male
47,0,0,42,14,Private,Divorced,Exec-managerial,Unmarried,Male
24,0,0,40,9,Private,Never-married,Craft-repair,Own-child,Male
51,0,0,40,9,Private,Married-civ-spouse,Prof-specialty,Husband,Male
17,0,0,12,7,Private,Never-married,Sales,Own-child,Male
37,0,1977,40,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,70,16,Private,Never-married,Prof-specialty,Not-in-family,Female
29,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Wife,Male
36,0,0,35,12,Self-emp-not-inc,Divorced,Sales,Unmarried,Female
58,0,0,40,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Female
26,0,0,45,10,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,40,9,Private,Married-civ-spouse,Sales,Husband,Male
59,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
27,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
31,0,0,40,13,Self-emp-not-inc,Never-married,Tech-support,Not-in-family,Male
21,0,0,24,10,Private,Never-married,Sales,Own-child,Female
29,0,0,60,10,Private,Never-married,Adm-clerical,Not-in-family,Male
18,0,0,40,7,Private,Never-married,Other-service,Own-child,Male
52,0,1887,47,6,Private,Married-civ-spouse,Craft-repair,Husband,Male
57,0,0,80,13,Self-emp-inc,Divorced,Prof-specialty,Not-in-family,Male
60,0,0,48,4,Private,Never-married,Transport-moving,Not-in-family,Male
31,7688,0,40,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
23,0,0,40,13,Private,Never-married,Adm-clerical,Own-child,Female
27,0,0,40,9,Private,Never-married,Sales,Own-child,Male
42,0,1902,50,15,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
25,2174,0,40,10,Private,Never-married,Tech-support,Not-in-family,Male
49,0,0,45,13,Private,Never-married,Prof-specialty,Not-in-family,Female
32,0,0,40,13,Private,Never-married,Tech-support,Not-in-family,Male
19,0,0,28,10,Private,Never-married,Adm-clerical,Own-child,Male
60,0,0,40,4,Private,Divorced,Other-service,Not-in-family,Female
42,0,0,40,5,Local-gov,Married-civ-spouse,Other-service,Husband,Male
35,0,0,40,12,Self-emp-not-inc,Never-married,Farming-fishing,Not-in-family,Male
48,0,0,37,9,Private,Never-married,Adm-clerical,Unmarried,Female
51,0,0,40,14,Private,Married-civ-spouse,Craft-repair,Husband,Male
29,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
36,0,0,40,9,Local-gov,Separated,Exec-managerial,Not-in-family,Male
17,0,0,21,6,Private,Never-married,Other-service,Own-child,Female
52,6849,0,60,14,Private,Divorced,Prof-specialty,Not-in-family,Female
24,0,0,40,9,Private,Never-married,Craft-repair,Not-in-family,Male
24,0,0,50,9,Private,Married-civ-spouse,Handlers-cleaners,Husband,Male
26,1055,0,40,13,Local-gov,Never-married,Prof-specialty,Own-child,Male
27,0,0,20,13,Private,Never-married,Other-service,Own-child,Female
39,0,0,60,9,Private,Never-married,Handlers-cleaners,Own-child,Male
30,0,0,45,9,Private,Married-civ-spouse,Transport-moving,Husband,Male
50,0,0,32,9,Self-emp-not-inc,Married-civ-spouse,Exec-managerial,Husband,Male
52,0,0,55,13,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
46,15024,0,45,15,Private,Married-civ-spouse,Prof-specialty,Husband,Male
23,0,0,20,13,Private,Never-married,Sales,Own-child,Female
45,0,0,20,7,Private,Widowed,Other-service,Not-in-family,Female
65,0,0,24,5,Private,Widowed,Priv-house-serv,Unmarried,Female
29,0,0,55,11,Private,Married-civ-spouse,Transport-moving,Husband,Male
47,0,0,40,5,Private,Married-spouse-absent,Handlers-cleaners,Unmarried,Male
30,0,0,60,9,Private,Never-married,Farming-fishing,Own-child,Male
34,0,0,45,9,Private,Married-civ-spouse,Sales,Husband,Male
38,0,0,64,9,Self-emp-not-inc,Married-civ-spouse,Sales,Husband,Male
33,0,0,40,10,Private,Married-civ-spouse,Exec-managerial,Husband,Male
49,0,0,26,13,Private,Married-civ-spouse,Sales,Husband,Male
47,0,0,40,10,Self-emp-not-inc,Never-married,Other-service,Unmarried,Female
49,0,0,40,6,Local-gov,Separated,Other-service,Unmarried,Female
43,15024,0,60,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
30,0,0,40,13,Private,Married-civ-spouse,Adm-clerical,Wife,Female
58,0,0,60,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
19,0,0,14,9,Private,Never-married,Other-service,Own-child,Female
21,0,0,40,13,Private,Never-married,Handlers-cleaners,Not-in-family,Male
33,15024,0,60,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
47,0,0,50,3,Self-emp-inc,Married-civ-spouse,Transport-moving,Husband,Male
52,0,0,60,16,Self-emp-not-inc,Married-civ-spouse,Prof-specialty,Husband,Male
26,0,0,55,9,Private,Divorced,Craft-repair,Not-in-family,Male
60,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
21,0,0,40,10,Private,Never-married,Handlers-cleaners,Own-child,Male
36,5178,0,50,10,Private,Married-civ-spouse,Sales,Husband,Male
31,0,0,45,10,Private,Married-civ-spouse,Craft-repair,Husband,Male
50,0,0,40,16,Self-emp-inc,Separated,Prof-specialty,Not-in-family,Male
31,0,0,40,9,Local-gov,Divorced,Adm-clerical,Unmarried,Female
71,0,0,15,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
30,0,0,40,13,State-gov,Married-civ-spouse,Tech-support,Husband,Male
20,0,0,20,10,Private,Never-married,Other-service,Own-child,Male
24,4101,0,50,9,Private,Never-married,Exec-managerial,Other-relative,Male
35,0,0,40,16,Private,Married-civ-spouse,Prof-specialty,Husband,Male
38,0,0,45,10,State-gov,Separated,Exec-managerial,Not-in-family,Female
27,0,0,32,9,Private,Never-married,Machine-op-inspct,Own-child,Female
29,0,0,40,10,State-gov,Never-married,Adm-clerical,Unmarried,Female
34,0,0,45,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
44,0,0,35,4,Private,Married-civ-spouse,Craft-repair,Husband,Male
43,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
44,0,0,40,8,Self-emp-not-inc,Married-civ-spouse,Handlers-cleaners,Husband,Male
35,0,0,60,14,Private,Never-married,Sales,Not-in-family,Male
27,0,0,40,10,Private,Never-married,Prof-specialty,Not-in-family,Male
43,0,0,38,14,Local-gov,Never-married,Prof-specialty,Not-in-family,Male
20,0,0,25,10,Private,Never-married,Sales,Not-in-family,Female
42,8614,0,40,12,Private,Divorced,Prof-specialty,Unmarried,Female
27,3411,0,40,10,State-gov,Married-civ-spouse,Transport-moving,Husband,Male
42,0,0,40,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
24,0,1721,40,5,Private,Never-married,Machine-op-inspct,Not-in-family,Male
48,0,0,40,10,Federal-gov,Divorced,Exec-managerial,Not-in-family,Male
17,0,0,10,7,Self-emp-not-inc,Never-married,Farming-fishing,Own-child,Male
33,0,0,40,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
50,0,0,50,9,Self-emp-inc,Married-civ-spouse,Sales,Husband,Male
22,2597,0,40,9,Private,Never-married,Sales,Own-child,Female
17,0,0,16,8,Private,Never-married,Other-service,Own-child,Male
32,0,0,40,10,Private,Married-civ-spouse,Adm-clerical,Husband,Male
31,0,0,45,9,Private,Never-married,Craft-repair,Not-in-family,Male
58,0,0,50,9,Self-emp-not-inc,Widowed,Exec-managerial,Not-in-family,Male
29,0,0,48,9,Local-gov,Never-married,Protective-serv,Own-child,Male
37,0,0,40,11,Private,Married-civ-spouse,Craft-repair,Husband,Male
34,0,0,40,9,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
23,0,0,40,10,Local-gov,Separated,Exec-managerial,Unmarried,Male
18,0,0,5,7,State-gov,Never-married,Adm-clerical,Own-child,Female
34,0,0,40,9,Private,Divorced,Exec-managerial,Not-in-family,Female
45,0,0,55,13,Local-gov,Married-civ-spouse,Prof-specialty,Wife,Female
41,0,0,35,14,Private,Never-married,Exec-managerial,Not-in-family,Male
26,0,0,30,9,Private,Never-married,Other-service,Other-relative,Male
54,0,0,40,10,Local-gov,Married-civ-spouse,Farming-fishing,Husband,Male
24,0,0,45,10,Private,Never-married,Machine-op-inspct,Own-child,Female
42,0,0,50,10,Private,Married-civ-spouse,Prof-specialty,Husband,Male
20,0,0,20,10,Private,Never-married,Prof-specialty,Own-child,Male
23,0,0,20,13,State-gov,Never-married,Tech-support,Not-in-family,Female
35,0,0,60,14,Private,Never-married,Prof-specialty,Not-in-family,Male
31,0,1902,40,14,Private,Married-civ-spouse,Tech-support,Husband,Male
30,0,0,40,13,Private,Never-married,Prof-specialty,Own-child,Female
19,0,0,20,9,Private,Never-married,Sales,Own-child,Female
36,0,0,50,13,Local-gov,Never-married,Prof-specialty,Not-in-family,Male
31,0,1380,40,13,Private,Widowed,Sales,Unmarried,Female
21,0,0,30,10,Private,Never-married,Handlers-cleaners,Own-child,Male
31,0,0,40,10,Self-emp-not-inc,Married-civ-spouse,Craft-repair,Husband,Male
46,25236,0,65,16,Private,Divorced,Prof-specialty,Unmarried,Female
44,0,0,50,13,Private,Divorced,Exec-managerial,Own-child,Female
40,0,0,40,8,Private,Married-civ-spouse,Other-service,Husband,Male
45,0,0,40,10,Private,Never-married,Sales,Not-in-family,Male
60,0,0,35,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
18,0,0,25,7,Private,Never-married,Other-service,Other-relative,Male
28,0,0,40,13,Private,Married-civ-spouse,Prof-specialty,Husband,Male
36,0,0,40,10,Private,Divorced,Adm-clerical,Unmarried,Female
40,4386,0,40,11,Private,Married-civ-spouse,Tech-support,Husband,Male
36,0,0,35,13,Local-gov,Divorced,Adm-clerical,Unmarried,Female
31,0,0,40,9,Private,Separated,Other-service,Unmarried,Female
33,0,0,40,9,Private,Married-civ-spouse,Machine-op-inspct,Husband,Male
19,0,0,40,9,State-gov,Never-married,Tech-support,Own-child,Female
22,0,0,15,10,Private,Never-married,Sales,Own-child,Female
34,0,0,45,13,Private,Married-civ-spouse,Exec-managerial,Husband,Male
33,0,0,40,9,Private,Never-married,Other-service,Not-in-family,Male
41,0,2051,60,9,Private,Married-civ-spouse,Craft-repair,Husband,Male
29,4650,0,40,13,Private,Never-married,Prof-specialty,Not-in-family,Male
50,0,0,42,9,Local-gov,Married-civ-spouse,Exec-managerial,Husband,Male
